3142	FILOSOFIA	30	30	Noturno	CAMPUS A. C. SIMÕES	AL	UNIVERSIDADE FEDERAL DE ALAGOAS	UFAL	Maceió	www.copeve.ufal.br	0	Ampla concorrência	30	30	595.76	A
3142	FILOSOFIA	30	30	Noturno	CAMPUS A. C. SIMÕES	AL	UNIVERSIDADE FEDERAL DE ALAGOAS	UFAL	Maceió	www.copeve.ufal.br	6	Candidatos autodeclarados pretos, pardos ou indígenas que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).	10	10	564.50	L
3142	FILOSOFIA	30	30	Noturno	CAMPUS A. C. SIMÕES	AL	UNIVERSIDADE FEDERAL DE ALAGOAS	UFAL	Maceió	www.copeve.ufal.br	2	Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).	10	10	555.76	L
3142	FILOSOFIA	30	30	Noturno	CAMPUS A. C. SIMÕES	AL	UNIVERSIDADE FEDERAL DE ALAGOAS	UFAL	Maceió	www.copeve.ufal.br	14	Candidatos com deficiência autodeclarados pretos, pardos ou indígenas que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).	1	1	482.14	L
3142	FILOSOFIA	30	30	Noturno	CAMPUS A. C. SIMÕES	AL	UNIVERSIDADE FEDERAL DE ALAGOAS	UFAL	Maceió	www.copeve.ufal.br	10	Candidatos com deficiência autodeclarados pretos, pardos ou indígenas, que tenham renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012)	1	1	416.52	L
3142	FILOSOFIA	30	30	Noturno	CAMPUS A. C. SIMÕES	AL	UNIVERSIDADE FEDERAL DE ALAGOAS	UFAL	Maceió	www.copeve.ufal.br	1	Candidatos com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).	4	4	583.06	L
3142	FILOSOFIA	30	30	Noturno	CAMPUS A. C. SIMÕES	AL	UNIVERSIDADE FEDERAL DE ALAGOAS	UFAL	Maceió	www.copeve.ufal.br	5	Candidatos que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).	4	4	569.82	L
2486	FILOSOFIA	31	0	Vespertino	UNIDADE SEDE	AM	UNIVERSIDADE FEDERAL DO AMAZONAS	UFAM	Manaus	proeg.ufam.edu.br	0	Ampla concorrência	15	15	660.78	A
2486	FILOSOFIA	31	0	Vespertino	UNIDADE SEDE	AM	UNIVERSIDADE FEDERAL DO AMAZONAS	UFAM	Manaus	proeg.ufam.edu.br	6	Candidatos autodeclarados pretos, pardos ou indígenas que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).	7	7	589.33	L
2486	FILOSOFIA	31	0	Vespertino	UNIDADE SEDE	AM	UNIVERSIDADE FEDERAL DO AMAZONAS	UFAM	Manaus	proeg.ufam.edu.br	2	Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).	7	7	597.91	L
2486	FILOSOFIA	31	0	Vespertino	UNIDADE SEDE	AM	UNIVERSIDADE FEDERAL DO AMAZONAS	UFAM	Manaus	proeg.ufam.edu.br	1	Candidatos com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).	1	1	609.86	L
2486	FILOSOFIA	31	0	Vespertino	UNIDADE SEDE	AM	UNIVERSIDADE FEDERAL DO AMAZONAS	UFAM	Manaus	proeg.ufam.edu.br	5	Candidatos que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).	1	1	651.50	L
2486	FILOSOFIA	31	0	Vespertino	UNIDADE SEDE	AM	UNIVERSIDADE FEDERAL DO AMAZONAS	UFAM	Manaus	proeg.ufam.edu.br	2624	Res. 044/2015-CONSEPE - estabelece bonificações para os candidatos aos cursos de graduação da UFAM que tenham cursado integralmente o ensino médio em instituições de ensino situadas no estado do Amazonas	15	15	660.78	B
2888	FILOSOFIA	60	0	Noturno	CENTRO DE FORMAÇÃO DE PROFESSORES	BA	UNIVERSIDADE FEDERAL DO RECÔNCAVO DA BAHIA	UFRB	Amargosa	www.ufrb.edu.br/prosel	0	Ampla concorrência	28	28	579.78	A
2888	FILOSOFIA	60	0	Noturno	CENTRO DE FORMAÇÃO DE PROFESSORES	BA	UNIVERSIDADE FEDERAL DO RECÔNCAVO DA BAHIA	UFRB	Amargosa	www.ufrb.edu.br/prosel	6	Candidatos autodeclarados pretos, pardos ou indígenas que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).	11	11	562.32	L
2888	FILOSOFIA	60	0	Noturno	CENTRO DE FORMAÇÃO DE PROFESSORES	BA	UNIVERSIDADE FEDERAL DO RECÔNCAVO DA BAHIA	UFRB	Amargosa	www.ufrb.edu.br/prosel	2	Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).	11	11	559.24	L
2888	FILOSOFIA	60	0	Noturno	CENTRO DE FORMAÇÃO DE PROFESSORES	BA	UNIVERSIDADE FEDERAL DO RECÔNCAVO DA BAHIA	UFRB	Amargosa	www.ufrb.edu.br/prosel	14	Candidatos com deficiência autodeclarados pretos, pardos ou indígenas que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).	1	1	.00	L
2888	FILOSOFIA	60	0	Noturno	CENTRO DE FORMAÇÃO DE PROFESSORES	BA	UNIVERSIDADE FEDERAL DO RECÔNCAVO DA BAHIA	UFRB	Amargosa	www.ufrb.edu.br/prosel	10	Candidatos com deficiência autodeclarados pretos, pardos ou indígenas, que tenham renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012)	1	1	494.18	L
2888	FILOSOFIA	60	0	Noturno	CENTRO DE FORMAÇÃO DE PROFESSORES	BA	UNIVERSIDADE FEDERAL DO RECÔNCAVO DA BAHIA	UFRB	Amargosa	www.ufrb.edu.br/prosel	1	Candidatos com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).	3	3	571.62	L
